Year,Region_Code,Region_Name,Sub_Region_Name,Climate_Value
2097,3707000000,경상북도,영천시,1.4
2097,3708000000,경상북도,상주시,1.3
2097,3709000000,경상북도,문경시,1.9
2097,3710000000,경상북도,경산시,1.6
2097,3731000000,경상북도,군위군,1.4
2097,3732000000,경상북도,의성군,1.8
2097,3733000000,경상북도,청송군,2.1
2097,3734000000,경상북도,영양군,2.1
2097,3735000000,경상북도,영덕군,1.9
2097,3736000000,경상북도,청도군,2.1
2097,3737000000,경상북도,고령군,1.9
2097,3738000000,경상북도,성주군,1.7
2097,3739000000,경상북도,칠곡군,1.2
2097,3740000000,경상북도,예천군,1.3
2097,3741000000,경상북도,봉화군,2.4
2097,3742000000,경상북도,울진군,3.9
2097,3743000000,경상북도,울릉군,3.3
2097,3803000000,경상남도,진주시,4.4
2097,3805000000,경상남도,통영시,4.3
2097,3806000000,경상남도,사천시,3.7
2097,3807000000,경상남도,김해시,1.9
2097,3808000000,경상남도,밀양시,4.2
2097,3809000000,경상남도,거제시,3.0
2097,3810000000,경상남도,양산시,4.1
2097,3811000000,경상남도,창원시,3.5
2097,3811100000,경상남도,창원시 의창구,3.7
2097,3811200000,경상남도,창원시 성산구,4.6
2097,3811300000,경상남도,창원시 마산합포구,4.0
2097,3811400000,경상남도,창원시 마산회원구,4.1
2097,3811500000,경상남도,창원시 진해구,2.4
2097,3831000000,경상남도,의령군,2.8
2097,3832000000,경상남도,함안군,2.0
2097,3833000000,경상남도,창녕군,4.9
2097,3834000000,경상남도,고성군,5.0
2097,3835000000,경상남도,남해군,4.4
2097,3836000000,경상남도,하동군,3.9
2097,3837000000,경상남도,산청군,2.5
2097,3838000000,경상남도,함양군,2.3
2097,3839000000,경상남도,거창군,2.3
2097,3840000000,경상남도,합천군,3.6
2097,3901000000,제주특별자치도,제주시,5.3
2098,년,년,년,3.4
2098,1101000000,서울특별시,종로구,3.3
2098,1102000000,서울특별시,중구,3.3
2098,1103000000,서울특별시,용산구,3.5
2098,1104000000,서울특별시,성동구,3.6
2098,1105000000,서울특별시,광진구,3.5
2098,1106000000,서울특별시,동대문구,3.5
2098,1107000000,서울특별시,중랑구,3.6
2098,1108000000,서울특별시,성북구,3.7
2098,1109000000,서울특별시,강북구,3.6
2098,1110000000,서울특별시,도봉구,3.3
2098,1111000000,서울특별시,노원구,3.2
2098,1112000000,서울특별시,은평구,3.3
2098,1113000000,서울특별시,서대문구,3.6
2098,1114000000,서울특별시,마포구,3.5
2098,1115000000,서울특별시,양천구,3.2
2098,1116000000,서울특별시,강서구,3.7
2098,1117000000,서울특별시,구로구,3.7
2098,1118000000,서울특별시,금천구,3.8
2098,1119000000,서울특별시,영등포구,3.6
2098,1120000000,서울특별시,동작구,3.8
2098,1121000000,서울특별시,관악구,3.6
2098,1122000000,서울특별시,서초구,3.5
2098,1123000000,서울특별시,강남구,3.5
2098,1124000000,서울특별시,송파구,3.3
2098,1125000000,서울특별시,강동구,3.3
2098,2101000000,부산광역시,중구,2.8
2098,2102000000,부산광역시,서구,3.3
2098,2103000000,부산광역시,동구,3.5
2098,2104000000,부산광역시,영도구,3.1
2098,2105000000,부산광역시,부산진구,3.6
2098,2106000000,부산광역시,동래구,3.4
2098,2107000000,부산광역시,남구,3.3
2098,2108000000,부산광역시,북구,3.4
2098,2109000000,부산광역시,해운대구,2.7
2098,2110000000,부산광역시,사하구,3.9
2098,2111000000,부산광역시,금정구,2.9
2098,2112000000,부산광역시,강서구,3.3
2098,2113000000,부산광역시,연제구,3.2
2098,2114000000,부산광역시,수영구,3.1
2098,2115000000,부산광역시,사상구,4.0
2098,2131000000,부산광역시,기장군,2.4
2098,2201000000,대구광역시,중구,2.4
2098,2202000000,대구광역시,동구,2.6
2098,2203000000,대구광역시,서구,2.7
2098,2204000000,대구광역시,남구,2.2
2098,2205000000,대구광역시,북구,2.7
2098,2206000000,대구광역시,수성구,2.7
2098,2207000000,대구광역시,달서구,2.6
2098,2231000000,대구광역시,달성군,3.0
2098,2301000000,인천광역시,중구,2.9
2098,2302000000,인천광역시,동구,3.1
2098,2304000000,인천광역시,연수구,3.4
2098,2305000000,인천광역시,남동구,3.0
2098,2306000000,인천광역시,부평구,3.2
2098,2307000000,인천광역시,계양구,2.8
2098,2308000000,인천광역시,서구,2.8
2098,2309000000,인천광역시,미추홀구,2.8
2098,2331000000,인천광역시,강화군,1.9
2098,2332000000,인천광역시,옹진군,2.6
2098,2401000000,광주광역시,동구,2.5
2098,2402000000,광주광역시,서구,2.7
2098,2403000000,광주광역시,남구,2.4
2098,2404000000,광주광역시,북구,2.1
2098,2405000000,광주광역시,광산구,2.9
2098,2501000000,대전광역시,동구,2.9
2098,2502000000,대전광역시,중구,3.0
2098,2503000000,대전광역시,서구,2.7
2098,2504000000,대전광역시,유성구,2.8
2098,2505000000,대전광역시,대덕구,3.7
2098,2601000000,울산광역시,중구,3.4
2098,2602000000,울산광역시,남구,3.8
2098,2603000000,울산광역시,동구,3.9
2098,2604000000,울산광역시,북구,3.7
2098,2631000000,울산광역시,울주군,2.5
2098,2901000000,세종특별자치시,세종특별자치시,3.1
2098,3101000000,경기도,수원시,3.3
2098,3101100000,경기도,수원시 장안구,3.3
2098,3101200000,경기도,수원시 권선구,3.2
2098,3101300000,경기도,수원시 팔달구,2.7
2098,3101400000,경기도,수원시 영통구,2.9
2098,3102000000,경기도,성남시,2.9
2098,3102100000,경기도,성남시 수정구,2.9
2098,3102200000,경기도,성남시 중원구,2.9
2098,3102300000,경기도,성남시 분당구,3.4
2098,3103000000,경기도,의정부시,3.3
2098,3104000000,경기도,안양시,3.4
2098,3104100000,경기도,안양시 만안구,3.2
2098,3104200000,경기도,안양시 동안구,3.4
2098,3105000000,경기도,부천시,3.6
2098,3106000000,경기도,광명시,2.1
2098,3107000000,경기도,평택시,2.6
2098,3108000000,경기도,동두천시,3.2
2098,3109000000,경기도,안산시,3.3
2098,3109100000,경기도,안산시 상록구,3.2
2098,3109200000,경기도,안산시 단원구,2.8
2098,3110000000,경기도,고양시,2.8
2098,3110100000,경기도,고양시 덕양구,2.8
2098,3110300000,경기도,고양시 일산동구,2.9
2098,3110400000,경기도,고양시 일산서구,3.3
2098,3111000000,경기도,과천시,3.4
2098,3112000000,경기도,구리시,3.2
2098,3113000000,경기도,남양주시,2.9
2098,3114000000,경기도,오산시,3.4
2098,3115000000,경기도,시흥시,3.4
2098,3116000000,경기도,군포시,3.3
2098,3117000000,경기도,의왕시,3.0
2098,3118000000,경기도,하남시,2.7
2098,3119000000,경기도,용인시,2.7
2098,3119100000,경기도,용인시 처인구,2.6
2098,3119200000,경기도,용인시 기흥구,2.8
2098,3119300000,경기도,용인시 수지구,2.9
2098,3120000000,경기도,파주시,1.8
2098,3121000000,경기도,이천시,1.8
2098,3122000000,경기도,안성시,3.0
2098,3123000000,경기도,김포시,2.8
2098,3124000000,경기도,화성시,3.0
2098,3125000000,경기도,광주시,2.6
2098,3126000000,경기도,양주시,2.3
2098,3127000000,경기도,포천시,1.7
2098,3128000000,경기도,여주시,3.1
2098,3135000000,경기도,연천군,3.1
2098,3137000000,경기도,가평군,2.8
2098,3138000000,경기도,양평군,2.4
2098,3201000000,강원특별자치도,춘천시,1.8
2098,3202000000,강원특별자치도,원주시,2.6
2098,3203000000,강원특별자치도,강릉시,3.3
2098,3204000000,강원특별자치도,동해시,2.7
2098,3205000000,강원특별자치도,태백시,4.0
2098,3206000000,강원특별자치도,속초시,3.4
2098,3207000000,강원특별자치도,삼척시,2.4
2098,3231000000,강원특별자치도,홍천군,2.7
2098,3232000000,강원특별자치도,횡성군,2.2
2098,3233000000,강원특별자치도,영월군,1.9
2098,3234000000,강원특별자치도,평창군,1.8
2098,3235000000,강원특별자치도,정선군,2.0
2098,3236000000,강원특별자치도,철원군,2.1
2098,3237000000,강원특별자치도,화천군,2.6
2098,3238000000,강원특별자치도,양구군,2.1
2098,3239000000,강원특별자치도,인제군,3.3
2098,3240000000,강원특별자치도,고성군,3.3
2098,3241000000,강원특별자치도,양양군,1.5
2098,3302000000,충청북도,충주시,2.1
2098,3303000000,충청북도,제천시,2.4
2098,3304000000,충청북도,청주시,2.4
2098,3304100000,충청북도,청주시 상당구,2.5
2098,3304200000,충청북도,청주시 서원구,2.4
2098,3304300000,충청북도,청주시 흥덕구,2.3
2098,3304400000,충청북도,청주시 청원구,2.1
2098,3332000000,충청북도,보은군,2.4
2098,3333000000,충청북도,옥천군,2.3
2098,3334000000,충청북도,영동군,1.7
2098,3335000000,충청북도,진천군,1.8
2098,3336000000,충청북도,괴산군,1.5
2098,3337000000,충청북도,음성군,1.7
2098,3338000000,충청북도,단양군,1.9
2098,3339000000,충청북도,증평군,2.2
2098,3401000000,충청남도,천안시,2.3
2098,3401100000,충청남도,천안시 동남구,2.0
2098,3401200000,충청남도,천안시 서북구,2.4
2098,3402000000,충청남도,공주시,1.9
2098,3403000000,충청남도,보령시,2.1
2098,3404000000,충청남도,아산시,1.8
2098,3405000000,충청남도,서산시,2.4
2098,3406000000,충청남도,논산시,2.6
2098,3407000000,충청남도,계룡시,1.8
2098,3408000000,충청남도,당진시,2.1
2098,3431000000,충청남도,금산군,2.3
2098,3433000000,충청남도,부여군,2.1
2098,3434000000,충청남도,서천군,2.4
2098,3435000000,충청남도,청양군,2.3
2098,3436000000,충청남도,홍성군,2.2
2098,3437000000,충청남도,예산군,1.7
2098,3438000000,충청남도,태안군,2.9
2098,3501000000,전라북도,전주시,2.9
2098,3501100000,전라북도,전주시 완산구,2.9
2098,3501200000,전라북도,전주시 덕진구,2.1
2098,3502000000,전라북도,군산시,2.5
2098,3503000000,전라북도,익산시,2.1
2098,3504000000,전라북도,정읍시,3.4
2098,3505000000,전라북도,남원시,2.1
2098,3506000000,전라북도,김제시,2.7
2098,3531000000,전라북도,완주군,2.7
2098,3532000000,전라북도,진안군,2.4
2098,3533000000,전라북도,무주군,2.8
2098,3534000000,전라북도,장수군,2.9
2098,3535000000,전라북도,임실군,2.6
2098,3536000000,전라북도,순창군,2.1
2098,3537000000,전라북도,고창군,1.6
2098,3538000000,전라북도,부안군,2.4
2098,3601000000,전라남도,목포시,3.6
2098,3602000000,전라남도,여수시,4.4
2098,3603000000,전라남도,순천시,3.0
2098,3604000000,전라남도,나주시,3.7
2098,3606000000,전라남도,광양시,2.0
2098,3631000000,전라남도,담양군,2.6
2098,3632000000,전라남도,곡성군,3.8
2098,3633000000,전라남도,구례군,3.6
2098,3635000000,전라남도,고흥군,4.4
2098,3636000000,전라남도,보성군,3.5
2098,3637000000,전라남도,화순군,4.7
2098,3638000000,전라남도,장흥군,4.1
2098,3639000000,전라남도,강진군,3.3
2098,3640000000,전라남도,해남군,3.2
2098,3641000000,전라남도,영암군,2.6
2098,3642000000,전라남도,무안군,2.6
2098,3643000000,전라남도,함평군,2.3
2098,3644000000,전라남도,영광군,2.3
2098,3645000000,전라남도,장성군,3.8
2098,3646000000,전라남도,완도군,3.0
2098,3647000000,전라남도,진도군,2.4
2098,3648000000,전라남도,신안군,3.7
2098,3701000000,경상북도,포항시,3.9
2098,3701100000,경상북도,포항시 남구,3.5
2098,3701200000,경상북도,포항시 북구,3.2
2098,3702000000,경상북도,경주시,2.3
2098,3703000000,경상북도,김천시,2.1
2098,3704000000,경상북도,안동시,2.6
2098,3705000000,경상북도,구미시,1.9
2098,3706000000,경상북도,영주시,2.6
2098,3707000000,경상북도,영천시,2.6
2098,3708000000,경상북도,상주시,2.3
2098,3709000000,경상북도,문경시,2.7
2098,3710000000,경상북도,경산시,2.7
2098,3731000000,경상북도,군위군,2.4
2098,3732000000,경상북도,의성군,2.3
2098,3733000000,경상북도,청송군,2.5
2098,3734000000,경상북도,영양군,2.9
2098,3735000000,경상북도,영덕군,3.0
2098,3736000000,경상북도,청도군,2.6
2098,3737000000,경상북도,고령군,2.3
2098,3738000000,경상북도,성주군,2.5
2098,3739000000,경상북도,칠곡군,2.1
2098,3740000000,경상북도,예천군,2.2
2098,3741000000,경상북도,봉화군,3.5
2098,3742000000,경상북도,울진군,4.9
2098,3743000000,경상북도,울릉군,3.8
2098,3803000000,경상남도,진주시,4.4
2098,3805000000,경상남도,통영시,3.1
2098,3806000000,경상남도,사천시,2.8
2098,3807000000,경상남도,김해시,2.4
2098,3808000000,경상남도,밀양시,4.1
2098,3809000000,경상남도,거제시,3.6
2098,3810000000,경상남도,양산시,3.9
2098,3811000000,경상남도,창원시,3.7
2098,3811100000,경상남도,창원시 의창구,3.5
2098,3811200000,경상남도,창원시 성산구,4.4
2098,3811300000,경상남도,창원시 마산합포구,4.1
2098,3811400000,경상남도,창원시 마산회원구,3.4
2098,3811500000,경상남도,창원시 진해구,3.2
2098,3831000000,경상남도,의령군,2.8
2098,3832000000,경상남도,함안군,2.6
2098,3833000000,경상남도,창녕군,4.4
2098,3834000000,경상남도,고성군,3.7
2098,3835000000,경상남도,남해군,4.5
2098,3836000000,경상남도,하동군,5.2
2098,3837000000,경상남도,산청군,3.9
2098,3838000000,경상남도,함양군,3.2
2098,3839000000,경상남도,거창군,3.5
2098,3840000000,경상남도,합천군,2.7
2098,3901000000,제주특별자치도,제주시,4.5
2099,년,년,년,2.4
2099,1101000000,서울특별시,종로구,2.4
2099,1102000000,서울특별시,중구,2.2
2099,1103000000,서울특별시,용산구,2.5
2099,1104000000,서울특별시,성동구,2.6
2099,1105000000,서울특별시,광진구,2.7
2099,1106000000,서울특별시,동대문구,3.0
2099,1107000000,서울특별시,중랑구,2.7
2099,1108000000,서울특별시,성북구,2.7
2099,1109000000,서울특별시,강북구,3.0
2099,1110000000,서울특별시,도봉구,2.7
2099,1111000000,서울특별시,노원구,2.1
2099,1112000000,서울특별시,은평구,2.1
2099,1113000000,서울특별시,서대문구,2.1
2099,1114000000,서울특별시,마포구,2.2
2099,1115000000,서울특별시,양천구,2.1
2099,1116000000,서울특별시,강서구,2.2
2099,1117000000,서울특별시,구로구,2.5
2099,1118000000,서울특별시,금천구,2.0
2099,1119000000,서울특별시,영등포구,2.2
2099,1120000000,서울특별시,동작구,2.4
2099,1121000000,서울특별시,관악구,2.3
2099,1122000000,서울특별시,서초구,2.6
2099,1123000000,서울특별시,강남구,2.8
2099,1124000000,서울특별시,송파구,2.9
2099,1125000000,서울특별시,강동구,1.4
2099,2101000000,부산광역시,중구,1.3
2099,2102000000,부산광역시,서구,1.7
2099,2103000000,부산광역시,동구,1.6
2099,2104000000,부산광역시,영도구,1.7
2099,2105000000,부산광역시,부산진구,1.6
2099,2106000000,부산광역시,동래구,1.6
2099,2107000000,부산광역시,남구,1.5
2099,2108000000,부산광역시,북구,1.4
2099,2109000000,부산광역시,해운대구,1.2
2099,2110000000,부산광역시,사하구,1.7
2099,2111000000,부산광역시,금정구,1.2
2099,2112000000,부산광역시,강서구,1.5
2099,2113000000,부산광역시,연제구,1.8
2099,2114000000,부산광역시,수영구,1.4
2099,2115000000,부산광역시,사상구,1.2
2099,2131000000,부산광역시,기장군,0.7
2099,2201000000,대구광역시,중구,0.6
2099,2202000000,대구광역시,동구,0.6
2099,2203000000,대구광역시,서구,0.5
2099,2204000000,대구광역시,남구,0.7
2099,2205000000,대구광역시,북구,0.6
2099,2206000000,대구광역시,수성구,0.6
2099,2207000000,대구광역시,달서구,0.8
2099,2231000000,대구광역시,달성군,2.7
2099,2301000000,인천광역시,중구,2.7
2099,2302000000,인천광역시,동구,2.6
2099,2304000000,인천광역시,연수구,2.6
2099,2305000000,인천광역시,남동구,2.3
2099,2306000000,인천광역시,부평구,2.4
2099,2307000000,인천광역시,계양구,2.4
2099,2308000000,인천광역시,서구,2.7
2099,2309000000,인천광역시,미추홀구,1.9
2099,2331000000,인천광역시,강화군,1.7
2099,2332000000,인천광역시,옹진군,1.1
